ServiceApprovalNumber,Provider Approval Number,ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,Conditions on Approval,NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,Last Service Approval Transfer Date,Long Day Care,Preschool/Kindergarten - Part of a School,Preschool/Kindergarten - Stand alone,Outside school Hours Care - After School,Outside school Hours Care - Before School,Outside school Hours Care - Vacation Care,Other,Annual Monday Start Time,Annual Monday End Time,Annual Tuesday Start Time,Annual Tuesday End Time,Annual Wednesday Start Time,Annual Wednesday End Time,Annual Thursday Start Time,Annual Thursday End Time,Annual Friday Start Time,Annual Friday End Time,Annual Saturday Start Time,Annual Saturday End Time,Annual Sunday Start Time,Annual Sunday End Time,School Terms Only Session 1 Monday Start Time,School Terms Only Session 1 Monday End Time,School Terms Only Session 1 Tuesday Start Time,School Terms Only Session 1 Tuesday End Time,School Terms Only Session1 Wednesday Start Time,School Terms Only Session1 Wednesday End Time,School Terms Only Session1 Thursday Start Time,School Terms Only Session1 Thursday End Time,School Terms Only Session 1 Friday Start Time,School Terms Only Session 1 Friday End Time,School Terms Only Session 1 Saturday Start Time,School Terms Only Session 1 Saturday End Time,School Terms Only Session1 Sunday Start Time,School Terms Only Session 1 Sunday End Time,School Terms Only Session 2 Monday Start Time,School Terms Only Session 2 Monday End Time,School Terms Only Session 2 Tuesday Start Time,School Terms Only Session 2 Tuesday End Time,School Terms Only Session 2 Wednesday Start Time,School Terms Only Session 2 Wednesday End Time,School Terms Only Session 2 Thursday Start Time,School Terms Only Session2 Thursday End Time,School Terms Only Session 2 Friday Start Time,School Terms Only Session 2 Friday End Time,School Terms Only Session 2 Saturday Start Time,School Terms Only Session 2 Saturday End Time,School Terms Only Session 2 Sunday Start Time,School Terms Only Session 2 Sunday End Time,Holiday Care Monday Start Time,Holiday Care Monday End Time,Holiday Care Tuesday Start Time,Holiday Care Tuesday End Time,Holiday Care Wednesday Start Time,Holiday Care Wednesday End Time,Holiday Care Thursday Start Time,Holiday Care Thursday End Time,Holiday Care Friday Start Time,Holiday Care Friday End Time,Holiday Care Saturday Start Time,Holiday Care Saturday End Time,Holiday Care Sunday Start Time,Holiday Care Sunday End Time,Temporarily Closed,SAL_CODE21
SE-00016955,PR-00001941,ABELES LIBERMAN PRE-SCHOOL,Yavneh College Nominees Pty Ltd,Centre-Based Care,2 NAGLE AV,ELSTERNWICK,VIC,3185,395284911,,"The approved provider must ensure that whenever children are being educated and cared for at the service, that one additional educator above the minimum prescribed in regulation 123(1) of the Education and Care Services National Regulations 2011 is available to ensure adequate supervision of children when accessing bathroom and hygiene facilities.",53.0,12/12/2024,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,7:30,18:00,7:30,18:00,7:30,18:00,7:30,18:00,7:30,15:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20864
SE-00016967,PR-00007250,One Tree Kalkee Road Children's Centre,One Tree Community Services Inc,Centre-Based Care,24-28 KALKEE RD,HORSHAM,VIC,3400,353149340,,,91.0,27/12/2024,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,21206
SE-00016968,PR-40034005,Jenny's ELC Armstrong Creek,ST MARKS CCC PTY LTD,Centre-Based Care,12 SAIL CT,ARMSTRONG CREEK,VIC,3217,(03) 5295 7400,,"An approved provider of an education and care service that is listed on the Department of Education Category 4 List ?€? at some risk of bushfire or grassfire must ensure that:  
a. The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.  
b. The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
c. The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:  
i. a list of the service's emergency contact details  
ii. procedures for monitoring and managing bushfire and grassfire risks and events  
iii. procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service  
iv. procedures for notifying families of children enrolled at the service of any closure  
v. procedures for reviewing and updating the Emergency Management Plan.  
d. A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.",128.0,31/10/2024,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20068
SE-00016975,PR-00010139,Little Creative Explorers Family Day Care,DIRECTOR PTY LTD,Family Day Care,54 AMHURST DR,NARRE WARREN SOUTH,VIC,3805,402069954,,"The approved provider within 5 days of the commencement of the operation of the family day care service must submit to the Regulatory Authority: 

a copy of the register of family day care educators, co-ordinators and assistants that complies with section 269 of the Education and Care Services National Law Act 2010 and regulation 153 of the Education and Care Services National Regulations 2011. 

a copy of the record of staff engaged or employed by the family day care service that complies with regulation 154 of the Education and Care Services National Regulations 2011. The maximum number of family day care educators that may be engaged or registered by the approved provider is 15. The approved provider must notify the Regulatory Authority within 5 days of the commencement of the operation of the family day care service. The approved provider of a family day care education and care service must ensure that:  
a. Family day care educators engaged by or registered with the service and approved family day care venues, that are located in an area or district of bushfire or at risk of grassfire, close and do not operate on any day declared by the Victorian Emergency Management Commissioner to be a day of ?€?Catastrophic?€? Fire Danger Rating that applies to the area or district at which the family day care educator?€?s residence or family day care venue is located. 
b. The family day care service?€?s emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the services?€? and family day care educators?€? bushfire and grassfire related risks. 
c. The family day care service?€?s Emergency Management Plan reflects the operating context of the family day care service and its family day care educators, is kept up to date, reviewed at least once each calendar year; and includes: 
i. a list of the service?€?s emergency contact details 
ii. procedures for monitoring and managing bushfire risks and events 
iii. procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service or family day care educators?€? service 
iv. procedures for notifying families of children enrolled at the service of any closure 
v. procedures for reviewing and updating the Emergency Management Plan. 
d. The Emergency Management Plan is made available to the Regulatory Authority on request.",,23/01/2025,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,0:00,24:00:00,No,21896
SE-00016978,PR-40034899,ELIMATTA MONTESSORI & EARLY LEARNING CENTRE,NOWRA DULILI PTY LTD ATF NOWRA DULILI UNIT TRUST,Centre-Based Care,1 GRANTCHESTER RD,NARRE WARREN NORTH,VIC,3804,383195773,,,80.0,27/12/2024,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,7:30,18:00,7:30,18:30,7:30,18:00,7:30,18:00,7:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:30,18:00,7:30,18:30,7:30,18:00,7:30,18:00,7:30,18:00,,,,,No,21895
SE-00016979,PR-40024097,DS Sports Bunyip Columba,SPORTS DS PTY LTD,Centre-Based Care,"COLUMBA CATHOLIC SCHOOL, 28-38 HOPE ST",BUNYIP,VIC,3815,489229643,,,50.0,24/01/2025,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,6:30,9:00,6:30,9:00,6:30,9:00,6:30,9:00,6:30,9:00,,,,,15:00,18:30,15:00,18:30,15:00,18:30,15:00,18:30,15:00,18:30,,,,,,,,,,,,,,,,,,,No,20411
SE-00016982,PR-00001528,Kerang South Kindergarten,Gannawarra Shire Council,Centre-Based Care,3 Mitchell Street,Kerang,VIC,3579,354521357,,"The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences.

The Approved Provider is required to ensure all equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685), with particular consideration given to falling space, impact areas and free space. The Approved Provider is required to ensure that children attending the service have regular access to outdoor space on the primary school grounds to engage in gross motor activities and active play. The approved provider is required to keep a record of this access.",66.0,23/01/2025,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,8:30,16:00,8:30,16:00,8:30,16:00,8:30,16:00,8:30,16:00,,,,,8:30,16:00,8:30,16:00,8:30,16:00,,,,,,,,,,,,,,,8:30,16:00,8:30,16:00,,,,,,,,,,,,,,,,,,,No,21328
SE-00016986,PR-00002137,St Paul's Early Learning Centre- Drouin,St Paul's Anglican Grammar School Ltd,Centre-Based Care,3 MCGLONE RD,DROUIN,VIC,3818,356441233,,"An approved provider of an education and care service that is listed on the Department of Education Category 4 List ?€? at some risk of bushfire or grassfire must ensure that:  
a. The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.  
b. The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
c. The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:  
i. a list of the service's emergency contact details  
ii. procedures for monitoring and managing bushfire and grassfire risks and events  
iii. procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service  
iv. procedures for notifying families of children enrolled at the service of any closure  
v. procedures for reviewing and updating the Emergency Management Plan.  
d. A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.",44.0,2/1/2025,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,9:00,15:00,9:00,15:00,9:00,15:00,9:00,15:00,,,,,,,9:00,15:00,9:00,15:00,9:00,15:00,,,,,,,,,,,,,,,,,,,,,,,No,20790
SE-00016994,PR-00009851,Wallaby Childcare Lollypop Creek,Wallaby Childcare Lollypop Creek PTY LTD ATF Wallaby Childcare Lollypop Creek Trust,Centre-Based Care,91 CHARLWOOD PROM,WERRIBEE,VIC,3030,03 9969 2979,,,159.0,18/10/2024,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,22750
SE-00016998,PR-40002234,TeamKids - Altona College,TEAM HOLIDAY PTY LTD,Centre-Based Care,103A GRIEVE PDE,ALTONA,VIC,3018,1300035000,,,80.0,17/12/2024,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,6:45,8:45,6:45,8:45,6:45,8:45,6:45,8:45,6:45,8:45,,,,,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,15:15,18:00,,,,,6:45,18:00,6:45,18:00,6:45,18:00,6:45,18:00,6:45,18:00,,,,,No,20035
SE-00016999,PR-40036425,Aspire Early Education & Kindergarten Mambourin,ASPIRE EARLY EDUCATION and KINDERGARTEN MAMBOURIN PTY LTD,Centre-Based Care,18 RESIN ST,MAMBOURIN,VIC,3024,1800978429,,,146.0,20/01/2025,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,21588
SE-00017010,PR-00009989,Banmira Care,Banmira Specialist School Council,Centre-Based Care,"VERNEY ROAD SCHOOL, 2 VERNEY RD",SHEPPARTON,VIC,3630,358218185,,,24.0,23/01/2025,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,22275
SE-00017024,PR-40011145,Emerald PS TheirCare,TheirCare Pty Ltd,Centre-Based Care,"EMERALD PRIMARY SCHOOL, 4-10 HEROES AV",EMERALD,VIC,3782,1300072410,,,50.0,19/09/2024,,,,,,,,,,,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,6:30,8:45,6:30,8:45,6:30,8:45,6:30,8:45,6:30,8:45,,,,,15:30,18:30,15:30,18:30,15:30,18:30,15:30,18:30,15:30,18:30,,,,,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,No,20868
SE-00017030,PR-40037343,Junction Village Early Education,Junction Village Early Education PTY LTD as trustee for Junction Village Trust,Centre-Based Care,1650 SOUTH GIPPSLAND HWY,JUNCTION VILLAGE,VIC,3977,,,,86.0,19/11/2024,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:00,6:30,18:00,6:30,18:00,6:30,18:00,6:30,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,21277
SE-00017031,PR-00006548,Tootgarook Kindergarten,Community Kinders Plus Inc.,Centre-Based Care,10 BURDETT ST,TOOTGAROOK,VIC,3941,359246131,,,99.0,20/01/2025,,,,,,,,,,,,,,,,,,,,No,No,Yes,No,No,No,No,,,,,,,,,,,,,,,0:00,0:00,0:00,0:00,9:00,14:00,9:00,14:00,9:00,14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,22550
SE-00017039,PR-40012078,Shine Bright Wetlands Drive Kindergarten,SHINE BRIGHT EYM,Centre-Based Care,12 WETLANDS DR,MILDURA,VIC,3500,340387888,,,99.0,19/01/2025,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,8:45,14:00,8:45,16:15,8:45,14:00,8:45,16:15,8:45,14:00,,,,,8:45,13:45,8:45,16:45,8:45,13:45,8:45,16:45,8:45,13:45,,,,,9:00,14:00,,,9:00,14:00,,,9:00,14:00,,,,,,,,,,,,,,,,,,,No,21682
SE-00017040,PR-40012078,Shine Bright Anstruther Street Kindergarten,SHINE BRIGHT EYM,Centre-Based Care,297 ANSTRUTHER ST,ECHUCA,VIC,3564,344391888,,"The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences.
The Approved Provider is required to ensure all equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685), with particular consideration given to falling space, impact areas and free space.",66.0,23/01/2025,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,8:30,16:00,8:30,16:00,8:30,16:00,8:30,16:00,8:30,16:00,,,,,8:30,16:00,8:30,16:00,8:30,16:00,8:30,16:00,8:30,16:00,,,,,8:30,16:00,8:30,16:00,8:30,16:00,8:30,16:00,8:30,16:00,,,,,,,,,,,,,,,,,,,No,20838
SE-00017045,PR-40031410,Bluebird Early Education Cranbourne West,Loxiva Pty Ltd,Centre-Based Care,142 CENTRAL PWY,CRANBOURNE WEST,VIC,3977,359292925,,"The Approved Provider is required to ensure that all objects and equipment on the rooftop outdoor space are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685:2014) with particular consideration given to falling space, impact areas and free space. The approved provider must ensure that the emergency and evacuation procedures are rehearsed and documented monthly by all staff members, volunteers and children present at the service on the day of the rehearsal. The Approved Provider must engage an appropriate expert such as a fire safety advisor or fire safety engineer to observe and prepare a report on the emergency and evacuation procedure rehearsal of the service. This must occur within the first three months of commencing operation. The report prepared must identify: 

a) the service; 

b) the date and time of the rehearsal; 

c) the total time taken to evacuate the building; 

d) the location to which building occupants were evacuated to; 

e) the number of children and educators in attendance on the day; 

f) the profile of children (ages, any disabilities) with respect to the children?€?s rooms operating at the time of the rehearsal 

g) any proposed actions the service any proposed actions the service must take to improve evacuation procedures to ensure the safety of all children attending the service. 

The approved provider must submit a copy of any report produced in relation this condition to the Regional Office of the Regulatory Authority in which the service is located within seven (7) days of receipt.",116.0,13/11/2024,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,6:30,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20666
SE-00017047,PR-40001679,Gippsland Lakes Early Learning Centre,Gippsland Lakes Complete Health Limited,Centre-Based Care,44 CARPENTER ST,LAKES ENTRANCE,VIC,3909,438114031,,,66.0,10/2/2025,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,8:00,18:00,8:00,18:00,8:00,18:00,8:00,18:00,8:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,21449
SE-00017049,PR-00001947,Topirum Primary School Kindergarten,Early Childhood Management Services Inc,Centre-Based Care,451 HARDYS RD,CLYDE NORTH,VIC,3978,1300615191,,"An approved provider of an education and care service that is listed on the Department of Education Category 4 List ?€? at some risk of bushfire or grassfire must ensure that:  
a. The service does not operate on any day that the Victorian Emergency Management Commissioner declares as having a 'Catastrophic' Fire Danger Rating that applies to the area or district at which that service is located.  
b. The service's emergency and evacuation policies and procedures required under regulation 168 of the Education and Care Services National Regulations include an Emergency Management Plan for managing the service's bushfire and grass fire related risks.
c. The service's Emergency Management Plan is kept up to date, reflects the service's operating context, is reviewed at least once each calendar year, and includes:  
i. a list of the service's emergency contact details  
ii. procedures for monitoring and managing bushfire and grassfire risks and events  
iii. procedures for identifying and managing events that may cause planned, unplanned or pre-emptive closure of the service  
iv. procedures for notifying families of children enrolled at the service of any closure  
v. procedures for reviewing and updating the Emergency Management Plan.  
d. A copy of the service's Emergency Management Plan is made available to the Regulatory Authority on request.",66.0,20/01/2025,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,8:30,16:00,8:30,16:00,8:30,16:00,8:30,16:00,8:30,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20582
SE-00017051,PR-00001947,Darebin Creek Kindergarten,Early Childhood Management Services Inc,Centre-Based Care,225 Flinders St,THORNBURY,VIC,3071,1300615191,,,99.0,24/01/2025,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,8:30,16:00,8:30,16:00,8:30,16:00,8:30,16:00,8:30,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,22508
SE-00017052,PR-00001947,Barayip Primary School Kindergarten,Early Childhood Management Services Inc,Centre-Based Care,1 CALADENIA AV,TARNEIT,VIC,3029,1300615191,,,132.0,29/01/2025,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,No,No,No,,,,,,,,,,,,,,,8:30,16:00,8:30,16:00,8:30,16:00,8:30,16:00,8:30,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,22451
SE-00017054,PR-40012975,Inspire Early Learning Journey Camberwell,INSPIRE O2 EDUCATION HOLDING GROUP PTY LTD,Centre-Based Care,898 TOORAK RD,CAMBERWELL,VIC,3124,396997999,,"The approved provider must ensure that they incorporate and maintain natural elements and features within outdoor spaces. The Approved Provider is required to ensure objects are not placed in a manner that may allow a child to climb over barriers or fences; and, all play equipment in the outdoor play spaces are maintained and placed in a way that meets the requirements of the Australian Playground Standards (Standard AS 4685) with particular consideration given to falling space, impact areas and free space. The Approved Provider must engage an appropriate expert such as a fire safety advisor or fire safety engineer to observe and prepare a report on the emergency and evacuation procedure rehearsal of the service. This must occur at the first rehearsal of the emergency and evacuation procedure. The report prepared must identify: 

a) the service; 

b) the date and time of the rehearsal; 

c) the total time taken to evacuate the building; 

d) the location to which building occupants were evacuated to; 

e) the number of children and educators in attendance on the day; 

f) the profile of children (ages, any disabilities) with respect to the children?€?s rooms operating at the time of the rehearsal; and 

g) any proposed actions the service any proposed actions the service must take to improve evacuation procedures to ensure the safety of all children attending the service. 

The approved provider must submit a copy of any report produced in relation this condition to the Regional Office of the Regulatory Authority in which the service is located within seven (7) days of receipt.",100.0,1/11/2024,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,No,No,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,7:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,20453
